claim_id,page,exact_public_claim,current_target,strongest_available_evidence,problem,recommended_classification,recommended_action
SITE-CLAIM-0358,dashboard.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-0364,dashboard.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-0370,evidence-library/index.html,Evidence Library | Microsoft 365 and Entra Proof,evidence-library/../proof.html; evidence-library/../proof.html; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/README.md; evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md; evidence-library/projects/microsoft-365-lab/m365-entra-live-proof-summary-20260605.md,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0372,evidence-library/index.html,Evidence Library | Microsoft 365 and Entra Proof,evidence-library/../proof.html; evidence-library/../proof.html; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/README.md; evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md; evidence-library/projects/microsoft-365-lab/m365-entra-live-proof-summary-20260605.md,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0374,evidence-library/index.html,Jeremy Fontenot Evidence-first IT portfolio Menu Home Projects Proof Dashboard Resume Contact,evidence-library/../index.html; evidence-library/../index.html; evidence-library/../projects.html; evidence-library/../proof.html; evidence-library/../dashboard.html; evidence-library/../resume.html; evidence-library/../contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0376,evidence-library/index.html,"This index routes reviewers to the active evidence set behind the public site: Microsoft Graph exports, Microsoft 365 admin center screenshots, Exchange admin center evidence, Conditional Access records, sign-in and audit logs, proof inventory, and hash records.",evidence-library/../proof.html; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/README.md,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0377,evidence-library/index.html,Open Proof Index Open Export README,evidence-library/../proof.html; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/README.md,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0378,evidence-library/index.html,Active proof controls Open the current Microsoft 365 / Entra evidence controls.,evidence-library/../proof.html; evidence-library/../proof.html; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/README.md; evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md; evidence-library/projects/microsoft-365-lab/m365-entra-live-proof-summary-20260605.md,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0382,evidence-library/index.html,HASH Proof hashes SHA-256 hash records for integrity review. hash available Open file,evidence-library/projects/microsoft-365-lab/m365-entra-proof-hashes-20260605.csv,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-0383,evidence-library/index.html,This evidence library landing page points to the active Microsoft 365 / Entra proof surface only.,evidence-library/../projects.html; evidence-library/../proof.html; evidence-library/../dashboard.html; evidence-library/../resume.html; evidence-library/../contact.html,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0384,evidence-library/index.html,Projects Proof Dashboard Resume Contact,evidence-library/../projects.html; evidence-library/../proof.html; evidence-library/../dashboard.html; evidence-library/../resume.html; evidence-library/../contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0387,evidence-library/preserved-sharepoint/index.html,Home Dashboard Projects Proof Resume Contact,evidence-library/preserved-sharepoint/../../index.html; evidence-library/preserved-sharepoint/../../dashboard.html; evidence-library/preserved-sharepoint/../../projects.html; evidence-library/preserved-sharepoint/../../proof.html; evidence-library/preserved-sharepoint/../../resume.html; evidence-library/preserved-sharepoint/../../contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0408,evidence-library/preserved-sharepoint/index.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0410,evidence-library/preserved-sharepoint/index.html,Reviewer journey Dashboard Projects Proof Resume Contact,evidence-library/preserved-sharepoint/../../dashboard.html; evidence-library/preserved-sharepoint/../../projects.html; evidence-library/preserved-sharepoint/../../proof.html; evidence-library/preserved-sharepoint/../../resume.html; evidence-library/preserved-sharepoint/../../contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-0416,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Architecture/Architecture-20260511161108-0d88cb53.html,"Get-MgOrganization | Select-Object DisplayName,VerifiedDomains,OnPremisesSyncEnabled",,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0423,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Architecture/Architecture-90082f35.html,"Get-MgOrganization | Select-Object DisplayName,VerifiedDomains,OnPremisesSyncEnabled",,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0447,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Architecture/architecture-and-topology-76e91ed4.html,Repeatability: infrastructure changes are documented and validated.,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0901,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Identity-and-Security-20260511161111-d0563c7c.html,All configuration is automated with PowerShell and validated through real access testing.,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0903,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Identity-and-Security-20260511161111-d0563c7c.html,All configuration is automated with PowerShell and validated through real access testing.,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0907,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Identity-and-Security-463e535f.html,All configuration is automated with PowerShell and validated through real access testing.,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-0909,evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Identity-and-Security-463e535f.html,All configuration is automated with PowerShell and validated through real access testing.,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4339,evidence/public/index.html,Home Projects Proof Dashboard Resume Contact,evidence/public/../../index.html; evidence/public/../../projects.html; evidence/public/../../proof.html; evidence/public/../../dashboard.html; evidence/public/../../resume.html; evidence/public/../../contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4340,evidence/public/index.html,Public Evidence Compatibility route for preserved public proof files.,evidence/public/../../proof.html; evidence/public/../../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4341,evidence/public/index.html,This page keeps existing public evidence paths discoverable while the main proof library provides the current reviewer path.,evidence/public/../../proof.html; evidence/public/../../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4342,evidence/public/index.html,Open Proof Library Evidence Library Preserved Paths Legacy public evidence files remain available for link stability and source review.,evidence/public/../../proof.html; evidence/public/../../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4350,home-lab-operations-proof.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4388,index.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4390,index.html,Home Lab Projects Proof Resume Contact,on-prem-home-lab.html; projects.html; proof.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label.
SITE-CLAIM-4392,index.html,supported lab state portfolio proof,proof.html; proof.html; proof.html; proof.html; proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4396,index.html,SYS Systems Administration Direction Personal lab work demonstrates configured and validated infrastructure without overstating employment scope.,proof.html; proof.html; proof.html; proof.html; proof.html,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4397,index.html,"M365 Microsoft 365 and Entra Personal tenant exports, admin-center screenshots, and proof inventories support cloud administration review.",proof.html; proof.html; proof.html; proof.html; proof.html,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4399,index.html,"Selected Evidence-Backed Projects Five projects, each tied to reviewer-ready proof.",proof.html; proof.html; proof.html; proof.html; proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4401,index.html,Proof comes from artifacts.,proof.html; proof.html; proof.html; proof.html; proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4403,index.html,"Historical timestamps remain in raw evidence where they matter, but public labels use stable proof classifications.",proof.html; proof.html; proof.html; proof.html; proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4405,index.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4411,infrastructure.html,This legacy route has been retired. The active portfolio now focuses on verified Microsoft 365 and Entra evidence.,,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4415,infrastructure.html,This legacy page is no longer part of the active public proof surface.,projects.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4423,network-segmentation.html,This legacy route has been retired. The active portfolio now focuses on verified Microsoft 365 and Entra evidence.,,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4427,network-segmentation.html,This legacy page is no longer part of the active public proof surface.,projects.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4434,on-prem-home-lab.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4437,on-prem-home-lab.html,Download the Professional Home Lab Documentation (.docx) Review Proof Open Manifest,assets/documents/Jeremy-Fontenot-On-Premises-Home-Lab-Documentation.docx; proof.html; evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label.
SITE-CLAIM-4471,on-prem-home-lab.html,README Current validated state Public-safe evidence summary and boundaries.,evidence-library/projects/on-prem-home-lab/current-validated-state/README.md; evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json; evidence-library/projects/on-prem-home-lab/current-validated-state/claim-map.csv; assets/documents/Jeremy-Fontenot-On-Premises-Home-Lab-Documentation.docx,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4474,on-prem-home-lab.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4480,powershell-automation.html,This legacy route has been retired. The active portfolio now focuses on verified Microsoft 365 and Entra evidence.,,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4484,powershell-automation.html,This legacy page is no longer part of the active public proof surface.,projects.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4488,projects.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4499,projects.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4512,proof.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4538,proof.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4544,resume.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4553,resume.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4559,service-desk-rca.html,This legacy route has been retired. The active portfolio now focuses on verified Microsoft 365 and Entra evidence.,,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4563,service-desk-rca.html,This legacy page is no longer part of the active public proof surface.,projects.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4566,v2/contact.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4567,v2/contact.html,The fastest review path is Dashboard → Projects → Proof → Resume → Contact.,v2/../assets/resume/jeremy-fontenot-resume.pdf; v2/proof.html; v2/../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4568,v2/contact.html,"Email Jeremy Download Resume Professional channels LinkedIn Profile GitHub Projects Proof Library Evidence Library Hiring fit Clear, grounded, technically verifiable.",v2/../assets/resume/jeremy-fontenot-resume.pdf; v2/proof.html; v2/../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4573,v2/contact.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4575,v2/contact.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4577,v2/dashboard.html,"Portfolio dashboard summarizing active experience, historical lab evidence, proof validation, SharePoint exports, and reviewer journey.",,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim."
SITE-CLAIM-4578,v2/dashboard.html,"Portfolio dashboard summarizing active experience, historical lab evidence, proof validation, SharePoint exports, and reviewer journey.",,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim."
