claim_id,canonical_claim,locations,current_classification,current_links,current_link_types,direct_evidence_found,direct_evidence_repository,direct_evidence_path,direct_evidence_type,supporting_evidence_path,provenance_path,public_safety,sanitization_notes,recommended_classification,limitation,remediation_action,status
ACT-CLAIM-033,"Microsoft 365 evidence includes directory roles, role assignments, and licenses.",index.html:M365 card; projects.html:M365 project; proof.html:M365 proof,Validated,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-directory-roles.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-directory-role-assignments.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-users-license-state.csv,PRIMARY; PRIMARY; PRIMARY,YES,jeremyfontenot,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-directory-roles.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-directory-role-assignments.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-users-license-state.csv,PRIMARY,evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,SAFE,Public curated exports exist; no secret-bearing artifact class identified.,Validated,Personal tenant only; no privileged employer tenant claim.,Keep direct CSV links.,DIRECT_PUBLIC_EVIDENCE
ACT-CLAIM-034,"Microsoft 365 evidence includes Conditional Access, security defaults, authentication methods, and named-location exports or summaries.",index.html:M365 card; projects.html:M365 project; proof.html:M365 proof,Validated,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-conditional-access-policies.json; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-conditional-access-policies-summary.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-authorization-policy-security-defaults.json; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-authentication-methods-policy.json,PRIMARY; PRIMARY; PRIMARY; PRIMARY,YES,jeremyfontenot,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-conditional-access-policies.json; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-authorization-policy-security-defaults.json; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-authentication-methods-policy.json,PRIMARY,evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,SAFE,Public curated exports exist; no authentication material identified by inspection.,Validated,Configuration export only; does not prove complete security assurance.,Keep direct JSON/CSV links and security limitation.,DIRECT_PUBLIC_EVIDENCE
ACT-CLAIM-035,Microsoft 365 evidence includes sign-in and directory audit activity exports for the personal tenant.,index.html:M365 card; projects.html:M365 project; proof.html:M365 proof,Validated,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-signins-last-30-days.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-directory-audit-last-30-days.csv,PRIMARY; PRIMARY,YES,jeremyfontenot,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-signins-last-30-days.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-directory-audit-last-30-days.csv,PRIMARY,evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,SAFE,Already-public curated CSVs were checked for secret-token patterns; none were identified.,Validated,Activity export only; no continuous monitoring or full security assurance.,Keep direct CSV links; avoid broad security claims.,DIRECT_PUBLIC_EVIDENCE
ACT-CLAIM-036,"Microsoft 365 evidence includes applications, service principals, OAuth grants, and devices.",index.html:M365 card; projects.html:M365 project; proof.html:M365 proof,Validated,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-applications.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-service-principals.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-devices.csv,PRIMARY; PRIMARY; PRIMARY,YES,jeremyfontenot,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-applications.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-service-principals.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/entra-devices.csv,PRIMARY,evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,SAFE,Public curated exports exist; no passwords/tokens/private keys identified in sampled files.,Validated,Personal tenant inventory only.,Keep direct CSV links; avoid unrelated evidence matches.,DIRECT_PUBLIC_EVIDENCE
ACT-CLAIM-037,"Microsoft 365 admin-center screenshots visually support tenant, domain, active user, group, and license states.",index.html:M365 card; proof.html:M365 proof,Validated,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/m365-admin-center-homepage-20260605.png; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/m365-admin-center-domains-jeremyfontenot-online-20260605.png; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/m365-admin-center-active-users-20260605.png; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/m365-admin-center-active-teams-groups-20260605.png; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/m365-admin-center-licenses-20260605.png,VISUAL; VISUAL; VISUAL; VISUAL; VISUAL,YES,jeremyfontenot,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/m365-admin-center-homepage-20260605.png,VISUAL,evidence-library/projects/microsoft-365-lab/m365-entra-site-proof-map-20260605.md,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,NOT_INSPECTED_BINARY,Binary screenshots exist; this audit did not OCR/re-render image contents.,Validated if visible contents match proof map,Screenshots are visual supplements; prefer CSV/JSON where available.,"Keep screenshots as visual evidence, not replacements for CSV/JSON exports.",DIRECT_PUBLIC_VISUAL_NOT_INSPECTED
ACT-CLAIM-038,Microsoft 365 proof inventories and hash records track public evidence artifacts.,index.html:M365 card; proof.html:M365 proof,Documented,evidence-library/projects/microsoft-365-lab/m365-entra-proof-inventory-20260605.csv; evidence-library/projects/microsoft-365-lab/m365-entra-proof-hashes-20260605.csv; evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,INDEX; INDEX; INDEX,NO,,,,evidence-library/projects/microsoft-365-lab/m365-entra-proof-inventory-20260605.csv; evidence-library/projects/microsoft-365-lab/m365-entra-proof-hashes-20260605.csv,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/microsoft-365-lab-evidence-manifest-20260605.csv,SAFE,"Inventories and hash records are INDEX artifacts, not primary proof for underlying tenant-state claims.",Documented,Index artifacts support traceability only.,Do not label inventory/hash rows as full evidence for tenant state.,INDEX_ONLY_TRACEABILITY
ACT-CLAIM-039,"PowerShell automation and validation work includes repository validation scripts, manifest/hash generation, link checks, and read-only baseline tooling.",index.html:automation card; projects.html:PowerShell automation project; resume.html:PowerShell/validation skills; contact.html:portfolio review route,Documented; Validated for script existence,scripts/validation; scripts/audits; evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json,SOURCE; SOURCE; INDEX,YES,jeremyfontenot,scripts/validation,PRIMARY,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,"Script directories are source evidence for tooling existence, not evidence that every tool passed.",Documented,Script existence is not the same as successful command execution.,Separate tooling-exists claims from test-passed claims.,DIRECT_SOURCE_FOR_EXISTENCE_ONLY
ACT-CLAIM-040,"Repository governance/deployment quality work includes static-site validation, sitemap checks, structured data, document hash records, screenshot review, and deployment workflow records.",projects.html:repository governance project; dashboard.html:review state; contact.html:portfolio review route,Documented,artifacts/site-audit/screenshot-review.md; artifacts/site-audit/link-validation.md; .github/workflows,SUPPORTING; SUPPORTING; SOURCE,NO,,,,artifacts/site-audit/screenshot-review.md; artifacts/site-audit/link-validation.md,,SAFE,"Found supporting audit reports and source workflow files, but no single direct current procedure output for all named activities in active-surface scope.",Documented,Do not present as one fully validated outcome without per-check direct outputs.,Keep as documented work summary or split into separately evidenced checks.,SUPPORTING_ONLY
ACT-CLAIM-041,The dashboard reports four primary systems in current supported state.,dashboard.html:metrics,Current,evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json; proof.html#home-lab-proof,INDEX; proof index,YES,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-29/home-lab-backup-restore-validation-20260629.txt,PRIMARY,evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Direct public backup/restore validation lists four current VMs running.,Validated,"Metric is VM/system count, not service health count.",Keep direct evidence mapping.,DIRECT_PUBLIC_EVIDENCE
ACT-CLAIM-042,The dashboard reports six current-state manifest records.,dashboard.html:metrics,Current,evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json,INDEX,NO,,,,evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Manifest is an INDEX artifact; it supports its own record count but is not primary proof for technical state.,Documented,Index record count only.,Avoid treating this metric as direct system proof.,INDEX_ONLY_NEEDS_DOWNGRADE
ACT-CLAIM-043,The dashboard reports nine public home-lab screenshots.,dashboard.html:metrics,Current,evidence-library/projects/on-prem-home-lab/screenshots/screenshots-manifest.json,INDEX,NO,,,,evidence-library/projects/on-prem-home-lab/screenshots/screenshots-manifest.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,"Screenshot manifest is an INDEX artifact; it supports count/listing, not each underlying technical claim.",Documented,Count of screenshot artifacts only.,"Keep as evidence-library inventory metric, not validated state proof.",INDEX_ONLY_NEEDS_DOWNGRADE
ACT-CLAIM-044,The dashboard reports DOCX SHA-256 prefix d7e81a06dcfb for the public home-lab documentation.,dashboard.html:metrics,Current,assets/documents/Jeremy-Fontenot-On-Premises-Home-Lab-Documentation.docx; evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,BINARY; INDEX,YES,jeremyfontenot,assets/documents/Jeremy-Fontenot-On-Premises-Home-Lab-Documentation.docx,PRIMARY,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,NOT_INSPECTED_BINARY,Binary exists and can be hashed; this audit did not inspect DOCX contents.,Validated for file hash only,"Hash proves file identity only, not documentation accuracy.",Keep hash-specific wording; do not use the DOCX hash as proof of skill.,DIRECT_PUBLIC_BINARY_NOT_INSPECTED
ACT-CLAIM-045,The public DOCX is published under assets/documents and mirrored in the evidence library with provenance tracking.,dashboard.html:document status; index.html:documentation link,Current; Documented,assets/documents/Jeremy-Fontenot-On-Premises-Home-Lab-Documentation.docx; evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,BINARY; INDEX,YES,jeremyfontenot,assets/documents/Jeremy-Fontenot-On-Premises-Home-Lab-Documentation.docx,PRIMARY,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,NOT_INSPECTED_BINARY,Binary file exists; provenance is index/traceability evidence.,Documented,File publication does not independently validate contained technical claims.,Keep as publication/provenance claim only.,DIRECT_PUBLIC_BINARY_NOT_INSPECTED
ACT-CLAIM-046,"The public portfolio does not claim employer production administration, enterprise scale, guaranteed uptime, RTO/RPO, recurring restore assurance, or full security assurance.",proof.html:negative claim boundaries; home-lab-operations-proof.html:boundaries; dashboard.html:limitations; resume.html:evidence boundary,Limitation,proof.html#home-lab-proof; evidence-library/projects/on-prem-home-lab/current-validated-state/claim-map.csv,proof index; INDEX,NO,,,,evidence-library/projects/on-prem-home-lab/current-validated-state/claim-map.csv,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Claim-map/index can document explicit public boundary; it is not direct proof for any positive technical state.,Limitation,Boundary statement; requires continued site-wide wording review.,Keep visible limitation and ensure no active page contradicts it.,LIMITATION_INDEX_SUPPORTED
ACT-CLAIM-047,Raw private materials were excluded from the public operations proof set.,home-lab-operations-proof.html:boundaries,Limitation; Documented,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/README.md; evidence-library/projects/on-prem-home-lab/current-validated-state/redaction-log.md,SUPPORTING; SUPPORTING,NO,,,,evidence-library/projects/on-prem-home-lab/current-validated-state/redaction-log.md; evidence-library/projects/on-prem-home-lab/validated-2026-06-26/README.md,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Redaction/supporting records document exclusion; absence of private material cannot be fully proven by summaries alone.,Documented limitation,Requires manual review before any future copy/publish operation.,Keep as documented redaction boundary.,SUPPORTING_ONLY_LIMITATION
ACT-CLAIM-048,TCP reachability checks are not full service validation.,home-lab-operations-proof.html:boundaries; proof.html:home lab limitation,Limitation,evidence-library/projects/on-prem-home-lab/current-validated-state/source-summaries/home-lab-source-reconciliation.md,SUPPORTING,YES,jeremy-homelab-ops,evidence/home-lab-source-reconciliation-20260626-012606.md,PROCEDURE,evidence-library/projects/on-prem-home-lab/current-validated-state/source-summaries/home-lab-source-reconciliation.md,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Source reconciliation records limited TCP outcomes and boundary language.,Limitation,Do not convert timeout/reachability evidence into service-health or outage claims.,Keep limitation alongside reachability evidence.,LIMITATION_SUPPORTED
ACT-CLAIM-049,"The website repository contains the static site, evidence library, and validation scripts.",contact.html:portfolio review route; index.html:methodology,Documented,proof.html; dashboard.html; scripts/validation,active page; active page; SOURCE,YES,jeremyfontenot,scripts/validation,PRIMARY,,,SAFE,Repository-local source paths directly support existence of scripts and public site files.,Documented,Existence of files does not prove validation pass results.,No remediation needed if wording stays as repository-content claim.,DIRECT_SOURCE_FOR_EXISTENCE_ONLY
ACT-CLAIM-050,Portfolio evidence represents personal lab and repository work unless explicitly labeled as employment experience.,resume.html:evidence boundary; proof.html:negative claim boundaries,Limitation,proof.html#home-lab-proof; resume.html,proof index; active page,NO,,,,proof.html; resume.html,,SAFE,Public boundary is stated on active pages; not a primary technical proof artifact.,Limitation,Boundary must be maintained if future employment claims are added.,Keep wording and avoid overextending lab evidence to employer production work.,LIMITATION_PUBLIC_TEXT
ACT-CLAIM-051,"Service desk/RCA project records emphasize symptoms, scope, troubleshooting, root cause, remediation planning, and limitations without unsupported impact metrics.",projects.html:service desk and RCA project; resume.html:professional summary,Documented,projects.html#service-desk-rca,active-page anchor,NO,,,,projects.html,,SAFE,"Active public page describes the project, but no direct RCA artifact in active proof links was matched.",Documented,Do not present as validated operational incident outcome without direct RCA artifacts.,Fix missing anchor or remove evidence-style anchor; collect direct RCA artifact if stronger classification is needed.,NO_DIRECT_MATCH
ACT-CLAIM-052,Linux01 has rsyslog/logging evidence in the lab inventory.,on-prem-home-lab.html:logging layer; resume.html:Linux/networking skills,Current; Validated,evidence-library/projects/on-prem-home-lab/current-validated-state/source-summaries/centralized-logging-expansion.md; evidence-library/projects/on-prem-home-lab/screenshots/figure-12-linux01-system-state.png,SUPPORTING; VISUAL,YES,jeremy-homelab-ops,inventories/linux01-inventory-20260626-084312.json,PRIMARY,evidence-library/projects/on-prem-home-lab/current-validated-state/source-summaries/centralized-logging-expansion.md,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SANITIZE,Raw Linux inventory includes rsyslog listener state plus host identifiers; sanitized excerpt required.,Validated,"Does not prove centralized log retention, alerting, or SIEM capability.",Publish sanitized rsyslog-specific excerpt or narrow public wording.,DIRECT_SOURCE_AVAILABLE_SANITIZE
ACT-CLAIM-053,Linux01 has QEMU Guest Agent communication evidence.,on-prem-home-lab.html:Linux01 card and restore state; proof.html:home lab proof; home-lab-operations-proof.html:inventory table,Current; Validated,evidence-library/projects/on-prem-home-lab/validated-2026-06-29/home-lab-backup-restore-validation-20260629.txt; evidence-library/projects/on-prem-home-lab/current-validated-state/source-summaries/home-lab-source-of-truth.md,PRIMARY/PROCEDURE; SUPPORTING,YES,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-29/home-lab-backup-restore-validation-20260629.txt,PRIMARY,evidence-library/projects/on-prem-home-lab/current-validated-state/source-summaries/home-lab-source-of-truth.md,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Public restore validation directly records QEMU Guest Agent communication for restored Linux01.,Validated,Restore-drill guest-agent result does not prove continuous guest-agent monitoring.,Keep direct public evidence and point-in-time limitation.,DIRECT_PUBLIC_EVIDENCE
ACT-CLAIM-054,"The public proof methodology relies on commands, authenticated inventories, manifests, hashes, screenshot review, repository validation, source paths, and limitations rather than dates alone.",index.html:methodology; proof.html:proof model; dashboard.html:source review,Documented,proof.html; dashboard.html; evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json; evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,active page; active page; INDEX; INDEX,NO,,,,evidence-library/projects/on-prem-home-lab/current-validated-state/manifest.json; evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,evidence-library/projects/on-prem-home-lab/current-validated-state/provenance.json,SAFE,Methodology claim is supported by indexes and public text; indexes are not primary proof for individual technical claims.,Documented,Each underlying claim still requires its own direct evidence.,Keep methodology but do not use it as substitute proof.,INDEX_ONLY_TRACEABILITY
