evidence_id,source_repository,source_commit,source_path,public_path,wrapper_path,source_sha256,source_size,public_sha256,public_size,evidence_type,primary_technology,technology_relationships,logical_destination,publication_classification,supported_claims,collection_context
"m365-preserved-sharepoint-0a57cfe94cfc8a6c","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Intune-20260307-0200-9d9e620c.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Intune-20260307-0200-9d9e620c.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Intune-20260307-0200-9d9e620c.html","37af06bb48febe268a88a1f39b6d039d80693efe6206a84f29ff42eae39aec38","2650","ac1618d3a21cfd86b54c52ce77d7e87d46244aa17250bf5e79da532f324885c3","3288","exports","sharepoint","sharepoint|intune|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Intune-20260307-0200-9d9e620c.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0a9a5f8ce8abb455","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-58af80ac-2956a85f.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-58af80ac-2956a85f.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-58af80ac-2956a85f.html","dce06679c1f66c579b96e9cad9c2d02a7cbe4f3e5d2b4446af07b59aadc9c586","746","c906a9e5af8bea1ff76b9313ed91be6d74710770e15dcd81d3a3aea7010d2b11","1575","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-58af80ac-2956a85f.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0aa9a95dd97ebeaa","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-5e3ff53c-483d5ed5.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-5e3ff53c-483d5ed5.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-5e3ff53c-483d5ed5.html","4ab62c276b5b7182d6bd9ea150efbf7df3d43a2183ab5760725168ec21691f53","1052","565fe0fd70c48a137c46df2a9e7a6d94980526194b569a34fab655ca180df4cc","2614","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-5e3ff53c-483d5ed5.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0af91b9db34e83dd","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-New-Home-20260223-0742-20260511161110-e097e534.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-New-Home-20260223-0742-20260511161110-e097e534.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-New-Home-20260223-0742-20260511161110-e097e534.html","679a61b05790c7beb81144246261e0adc712ace61671afd9cc8bdeab41515b08","2517","e0dab8a1f2d9f4d07cb41aabdefebaf86613088465311825911ead7941b4f4aa","3162","exports","sharepoint","sharepoint|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-New-Home-20260223-0742-20260511161110-e097e534.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0b0ae6f64d7b1794","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-f84bd463-a9f6ec69.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-f84bd463-a9f6ec69.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-f84bd463-a9f6ec69.html","3a0cb5971b0b210cc9f280f2ee5e68699fa6273cc582b017dab911d4831ad373","758","9719c3d342384073665e86e213812e2f6ef2bfbab8e2a9332349ad7c51b9dc15","1593","exports","sharepoint","sharepoint|entra-id|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-f84bd463-a9f6ec69.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0b0e6b655c850146","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-f2c77398-b0ff1141.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-f2c77398-b0ff1141.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-f2c77398-b0ff1141.html","e1611e7bc253cc3d02465237d73cc62b5153bb5a8b16647d4eb9e5d22b582e56","994","0e26b68de3ad1530ee005e8e8f752c9c9d422d0555fb909369c057efb28aae16","2555","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-f2c77398-b0ff1141.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0b0eebd2946198d2","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-New-Home-20260227-1151-20260511161110-eb9becc8.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-New-Home-20260227-1151-20260511161110-eb9becc8.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-New-Home-20260227-1151-20260511161110-eb9becc8.html","3d790162d2282a098af5c7b694fd09bf299b6a86006469f75e99f87b01634de6","2392","3af79f9ac37ecb216c7e84099e0b027cfec3563a6cf4f6dcde1fa7d45d17768b","3039","exports","sharepoint","sharepoint|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-New-Home-20260227-1151-20260511161110-eb9becc8.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0b633472abe09dc5","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-c74958a3-652ee2e3.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-c74958a3-652ee2e3.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-c74958a3-652ee2e3.html","d2db135bf4c47e6b0ed7035f253a96017cfc5ab3ebaf32a445d0171413ffc8ed","731","bc38ddee10261ebd68dd747de85e25c1b4fc9d4f18cdf8ad20552fe4bb2375da","1809","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-c74958a3-652ee2e3.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0babbd275566887f","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-20260511161129-889bcb7c.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-20260511161129-889bcb7c.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-20260511161129-889bcb7c.html","4936d9eaa1515e77f2781da318de6a9053d35507b28b2162f77067e25396bebe","736","8481153f5e43509eb56a34202712c5b2717e80ddd6daa772858f2e27b6430fd0","1566","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-20260511161129-889bcb7c.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0bdf47397c193e60","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-c76773a3-51f039a9.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-c76773a3-51f039a9.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-c76773a3-51f039a9.html","8dfb219cb204e5ab74e7f254431b0f1be5fd7a43ae72bd5f924645d2e07c027e","735","ab8493a69bdc0d026ef511668857a057df18ce89df993031e58c13bb316d74c0","1815","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-c76773a3-51f039a9.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0cc0d2c4c81790c7","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Validation-20260511161112-2fbe07ca.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Validation-20260511161112-2fbe07ca.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Validation-20260511161112-2fbe07ca.html","96f5bb28762bc9101f2ea8fb3b15819bd42d1dc1afa90ea5b9d6b838605f5918","3909","51e10a41c32e135c2a253c42b3a971edd28d8579cdbc15346e3ac8d780e67097","4527","exports","sharepoint","sharepoint|automation|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Validation-20260511161112-2fbe07ca.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0cd6f0f4835f9246","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-258c8dcc-f023090c.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-258c8dcc-f023090c.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-258c8dcc-f023090c.html","f270a4899bb1a63292879395db537fb453c54a7cbe878d79d04f395a709c4171","762","a1a67918ca1710e2beb66525418d8a4c8186e3624e6a60b5ca1088b4c987161d","1575","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-258c8dcc-f023090c.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0cfea294d89cd764","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-34fc525d-fc47ff7d.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-34fc525d-fc47ff7d.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-34fc525d-fc47ff7d.html","17d078b79966f78a216ec3c7ffcd0f0827f34852894a356138aefa06243b3f66","728","c748c99cc0767a7eb08bc070da0c72f9d4c484101ed306484259eb89937018af","1548","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-34fc525d-fc47ff7d.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0d72c802eae36f22","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-20260511161109-26e1777d.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-20260511161109-26e1777d.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-20260511161109-26e1777d.html","79f52f9c7b8a9e1f3c6031d2c977d7147318c4d9aae6fe17080536d6c8ed43d5","2632","806d5a44118572dda8500d7dff83fb8034f72f4285e060c270dd14a24c3c6c5f","3309","exports","sharepoint","sharepoint|entra-id|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-20260511161109-26e1777d.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0d8c0710c9b86345","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-0e7f0264-17d5844e.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-0e7f0264-17d5844e.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-0e7f0264-17d5844e.html","e1d99a8fef5222d55ae22787fb94ad8dc36c16c23b23128bc6d9f61e278ba73d","753","e5b2649dfbcef8aac52b4e0b1dc5d53ed6b7f95d518823cdd7581c49ef4a551f","1842","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-0e7f0264-17d5844e.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0e25d8db64f475cf","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Portfolio-Summary-57335b17.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Portfolio-Summary-57335b17.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Portfolio-Summary-57335b17.html","1b28e032ee14801f3bcf288e165a936870b2394faa2bf3e5357176b1cf4c3c35","7170","5b55a1eb1c449bf69adf3c8e33a180013c6b9208eefb2933b09dfab730f21e2c","8384","exports","sharepoint","sharepoint|automation|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Portfolio-Summary-57335b17.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0edf4bf57ca0ded7","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Scripts-and-Automation-20260223-0738-20260511161110-56cd4fc2.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Scripts-and-Automation-20260223-0738-20260511161110-56cd4fc2.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Scripts-and-Automation-20260223-0738-20260511161110-56cd4fc2.html","e833546db94e915737371cb244205ba6624902a2f6484952f1b11a0697d8dda7","2639","d48dd964d9f5874a18ed90440da54c54032079a51dc313c47bdd5af94c203297","3318","exports","sharepoint","sharepoint|automation|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Scripts-and-Automation-20260223-0738-20260511161110-56cd4fc2.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0f8100e0a4a301f9","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0409-20260511161109-468de3a2.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0409-20260511161109-468de3a2.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0409-20260511161109-468de3a2.html","28b4334b4aaebed7218e9a2e9d9aa04201b64baa9e7ba4ec8f05c83846b66602","2666","25184b8d8383694281b1fba1705e74b3209f22ebfb87a72ca5bd465e72ac509f","3353","exports","sharepoint","sharepoint|intune|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0409-20260511161109-468de3a2.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-0f99a79532f3da01","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Scripts-Used_BACKUP_20260227-210344-20260511161111-1b5a163e.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Scripts-Used_BACKUP_20260227-210344-20260511161111-1b5a163e.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Scripts-Used_BACKUP_20260227-210344-20260511161111-1b5a163e.html","6cce6e46d3c2a5f44da9695fc8deed0c92b896a78bd7216a74975dd9cbecd9f0","5213","865762ef3c41c32b678052c09affa6a70ffbd7e107bb74cbdbdad89a734ec838","7638","exports","sharepoint","sharepoint|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Scripts-Used_BACKUP_20260227-210344-20260511161111-1b5a163e.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-10db3dd8a1dd36ec","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0417-6d9e89bc.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0417-6d9e89bc.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0417-6d9e89bc.html","ededcc0bba39e828fc1290886b2a4070786192bf59913c8588a7ba4d4af7b50c","2667","57b56b85052c52e1d093a46fd4de72a4df050861c7301b07c1229fd404002e95","3339","exports","sharepoint","sharepoint|intune|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Endpoint-Management-Intune-20260223-0417-6d9e89bc.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-10de76428f2e8e19","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-814f79fe-2aff50e1.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-814f79fe-2aff50e1.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-814f79fe-2aff50e1.html","349dbb9f0ee1c7e843917b9c7f72dfcf98d82737bf279f8034e7c64f36f15b8f","679","43e62abb89737387b04cca784941bcb245964a3716cc4842d6505e29749cdcaf","1615","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-814f79fe-2aff50e1.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-10ec2203986f0a56","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-56a0eab3-cd6ef63f.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-56a0eab3-cd6ef63f.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-56a0eab3-cd6ef63f.html","7460aa1a6c0fd02c30728413672aa51276de3a73ebd518f679701c4e340f5e2b","754","4b95d9a5e7053c0d389f14d1a783789fc9b23eaf46ffcb79641b2ff654b441da","1559","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-56a0eab3-cd6ef63f.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-1188e74782fb713c","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-9419c4b5-f2133e73.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-9419c4b5-f2133e73.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-9419c4b5-f2133e73.html","02cce41bd86f1bba52ca2a9ab3ca76a4a8cc795911d253b50bbb4e772118f2cc","884","67ed022380a3620379267eb72ff04856061f65a02778476cb2b90ae9a7ea86c8","1843","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-9419c4b5-f2133e73.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-11a59d1e90208a3f","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-b5dd9d77-c0b87cae.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b5dd9d77-c0b87cae.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-b5dd9d77-c0b87cae.html","5d60880cbf682d3828416e836c506a4119e81c044db5c779a63b07e19632e03e","770","a77428d427d2157b6c867a076c6d8325719738cd23ad5ef08f1f194d96308c0e","1611","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-b5dd9d77-c0b87cae.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-11b8e32e5cabc92d","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Scripts-Used_BACKUP_20260227-205559-20260228-0200-371564c9.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Scripts-Used_BACKUP_20260227-205559-20260228-0200-371564c9.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Scripts-Used_BACKUP_20260227-205559-20260228-0200-371564c9.html","265a75cd49ef143d4e33306e46b8acf1246da4bc4dd97b80f8ad2879f9f5d7a4","2766","c875082e6f5307ba6c495515164336ee47e2fc58d8f3124338c16109becf8633","3433","exports","sharepoint","sharepoint|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Scripts-Used_BACKUP_20260227-205559-20260228-0200-371564c9.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-11e27e7eabc36f46","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-ecb2d109.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-ecb2d109.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-ecb2d109.html","79f52f9c7b8a9e1f3c6031d2c977d7147318c4d9aae6fe17080536d6c8ed43d5","2632","21ed1fe9dd9816cae04bb0c7ed0cbf5e35920a44da1e66c89bdf1346eeaa2a85","3294","exports","sharepoint","sharepoint|entra-id|tenant-administration","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/Change-Identity-and-Security-20260223-0738-ecb2d109.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
"m365-preserved-sharepoint-126713b51a0471a4","jeremyfontenot/JeremyFontenot.github.io","5581bd7bf9c61ff77000ac04aa39fcbb04ed004f","docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html","evidence-library/preserved-sharepoint/source/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html","evidence-library/preserved-sharepoint/wrappers/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html","da668982f1547d36ad00bab743c84f572bbeff7115747dd3c8934814d331f220","846","dbf828208402723539796caa25b92951fa82d2341fdf043584693214c9ab7db4","2128","exports","sharepoint","sharepoint|automation","content/microsoft-365/sharepoint/evidence/exports/preserved-sharepoint-export/docs/business/sharepoint/Artifacts/index-b781f5ac-f05b7a3a.html","sanitized-derivative","m365-sharepoint-export-preservation","Original SharePoint export integrity is attested by the reviewed inventory. The linked public copy is a presentation or sanitization derivative and is not described as byte-preserved or as a live SharePoint resource."
